channel_id,label,eligibility_status,reason_code,strict_surface,identity_review_status,identity_event_type,identity_event_date,identity_source_url,identity_source_title,role_review_status,role_entity_type,role_roles,channel_review
UC89-GlmTgO8a9QyE0QL0q1w,Riko Phokaia,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,identity_start,2021-12-21T17:28:06+00:00,https://www.youtube.com/watch?v=2m4za7qhc-g,【DEBUT STREAM 】 จริง ๆแล้วผมคือ!?,,,[],"{""channel_id"": ""UC89-GlmTgO8a9QyE0QL0q1w"", ""label"": ""Riko Phokaia"", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer"", ""artist""], ""source_urls"": [""https://www.youtube.com/channel/UC89-GlmTgO8a9QyE0QL0q1w/about"", ""https://www.youtube.com/watch?v=F970fz-xW90"", ""https://www.youtube.com/watch?v=Eru0jFDso4c""], ""evidence_summary"": ""Two own gaming/drawing streams consistently identify Riko Phokaia with the individual profile, Riko-specific tags and VTuber presentation, while listing other Donburi members separately."", ""decision_reason"": ""Repeated own-persona presentation with uploader/member separation establishes the individual virtual performer."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965319+00:00""}"
UC8DTBPbQq0NZNo2RtCtTXuw,Flora Vtuber Project,EXCLUDE_NON_PERSONA_ACCOUNT,REVIEWED_PROJECT_ACCOUNT_NOT_PERSONA,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=CxTODw7bsqo,MIPMIP Debut Announcement【11 March】,,,[],
UC8GsIgxeIHQMaTQgkEUXhMw,Ari Kate Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2022-08-12T13:56:54+00:00,https://www.youtube.com/watch?v=p4S9bAytfpU,【🔴Live DEBUT】 สาวข้างห้องคนที่ 2 จาก GND Project !! 【Ari Kate #GND】,,,[],
UC8fneiVrSectPFlnumDMFaw,FuMoon Dayooo,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2022-08-05T13:59:04+00:00,https://www.youtube.com/watch?v=toERp4c0FbA,[ DEBUT ] Hello! Welcome to familyy,,,[],
UC9WXRLLO7DrcJvUTg69_lkA,Leox Ch. Genesis Project,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-01-07T13:00:46+00:00,https://www.youtube.com/watch?v=vFcdhQ5u86g,【Debut Stream】- บะโบ้เดบิวต์ | Leox 'Genesis Project',,,[],
UC9dolQobrGWzLP2UNrkUbEw,Liz's | WISLIVE,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_INDIVIDUAL_VIRTUAL_ROSTER_SIGNAL,True,SUPPORTED,identity_start,2023-02-19T14:12:48+00:00,https://www.youtube.com/watch?v=SdFM16oMTiE,【🔴Debut Stream】ไลฟ์แรกก็คอนเสิร์ตเลยค่ะ!! | WISLIVE,,,[],
UC9tPom2jf2B1qPCTOJ2o2uw,SakiMori Mikan,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-03-22T13:08:53+00:00,https://www.youtube.com/watch?v=Y-fP_qRbY5Y,『 LIVE DEBUT 』มิคังหมีปีศา-สวรรค์มาแล้วค่าาาาา,,,[],
UC9yPUw_aebcLI_oXNNh1wwQ,Ureinaz,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,VERIFIED,identity_start,2023-05-13T12:00:43+00:00,https://www.youtube.com/watch?v=0DbmrMgbUeo,【🔴Debut Stream】お待たせ！Nice to punch you【UREINAZ | WISLIVE】,,,[],
UCAO6vSguYeBGpQvn3D9fpdw,Lanka Vtuber,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2022-07-24T12:50:13+00:00,https://www.youtube.com/watch?v=7O3YEZBILz0,[Debut] ผ่านมาแล้ว50ปี ในที่สุดก็ได้เด I Lanka [อ่านว่าลงกา],,,[],
UCAnKhwx493i5myddnJFF_gg,Pengu Ch.【Ti19t】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-01-08T13:56:44+00:00,https://www.youtube.com/watch?v=s9VR_FyvE2I,"🌏 Pengu | Live Debut เปิดตัว น้องเพนกวินจักรพรรดิ [ มาเป็นชาว ""กวิ๊ก"" ด้วยกันเถอะ ! ]",,,[],
UCAoZkJiB43mNUD6aadeozRw,Asatsuyu Ch.,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,VERIFIED,identity_start,2021-11-21T13:04:04+00:00,https://www.youtube.com/watch?v=I6FtZ6MaTWA,【🔴LIVE Debut】ยินดีต้อนรับสู่ Husky Cafe ของ Asatsuyu !!,,,[],"{""channel_id"": ""UCAoZkJiB43mNUD6aadeozRw"", ""label"": ""Asatsuyu Ch."", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer""], ""source_urls"": [""https://www.youtube.com/channel/UCAoZkJiB43mNUD6aadeozRw/about""], ""evidence_summary"": ""Channel About identifies Asatsuyu as a rabbit maid presented as a VTuber, and links the matching Asatsuyu_CH profile."", ""decision_reason"": ""Explicit channel-owned virtual-performer self-description."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:34:21.276692+00:00""}"
UCAr4U_HGMYXn1EZjdWiGSLQ,Baabel Ch.【ARP】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-03-25T10:42:52+00:00,https://www.youtube.com/watch?v=ENk0OrE9vHk,【🔴LIVE DEBUT】บาทหลวงปีศาจ พร้อมรับฟังคำสารภาพบาปจากคุณแล้วครับ【Baabel】#arproject,,,[],
UCB5KUWdc5ttyglIgCYLLOJg,Zia Sylph Ch. / AStars Amakara,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_INDIVIDUAL_VIRTUAL_ROSTER_SIGNAL,True,SUPPORTED,identity_start,2024-09-13T11:59:33+00:00,https://www.youtube.com/watch?v=R_WN85texG0,☄💙【DEBUT Stream】มาโบยบินไปด้วยกันได้หรือเปล่าคะ?【Zia Sylph | Amakara】,,,[],
UCBev9yAPNYhFM4ORPQb_LYQ,Rion Chitose Ch. / AStars Chrono prince,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_INDIVIDUAL_VIRTUAL_ROSTER_SIGNAL,True,SUPPORTED,identity_start,2024-07-27T11:36:39+00:00,https://www.youtube.com/watch?v=xF3SbwTX4Zc,💴【DEBUT Stream】I will make your dreams come true【Rion Chitose | Chrono prince】,,,[],
UCBi2sDv2HYYnCtEqldp0RFA,Astrea Ch. アストリア〖ECR〗,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=QS8jQycW6z0,[Debut PV] ท่ามกลางคํ่าคืนที่ดวงดาวเต็มท้องฟ้าเทรียรอพบทุกคนอยู่นะคะ🌟,,,[],
UCBsUODmi56ijq4o4imeZuwg,Oneiros Norr Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=Qe4W7yggK9Y,ก็คนมันเท่~😎✨#vtuber #vtuberth #oneirosnorr #debut,,,[],
UCC8N_hO-iyfkS2uaJqkxfMA,KoriMisu Ch.  ,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2022-07-17T10:30:24+00:00,https://www.youtube.com/watch?v=TXNC3j-qL7Q,Live Debut : คุณปลานกแก้วแห่งหอสมุด Liber Tales,,,[],
UCCKvp_oV10qcK5Abjaz4FrA,Tiggar Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-06-28T15:00:46+00:00,https://www.youtube.com/watch?v=Xy5mwwKCdtw,【 Debut Stream 】 Hi,,,[],
UCCQd9y8LSnnp09dF7Mrp5Jg,Leviaz Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=kTmeTsCKODg,【Debut PV】 Leviaz Feria 🕷️🔍l The Mysterious Detective【Debut 13 Sep】,,,[],
UCCTu-nYFSFerCTEAQLwyRgA,Fo_Kuro「フォー黒」,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,identity_start,2021-03-21T12:58:51+00:00,https://www.youtube.com/watch?v=8plwOIjtjwE,[DEBUT STREAM] เวลาแม่มดซาเวจ--- แม่มดตื่นนอนแล้วค่า,,,[],"{""channel_id"": ""UCCTu-nYFSFerCTEAQLwyRgA"", ""label"": ""Fo_Kuro「フォー黒」"", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer"", ""artist""], ""source_urls"": [""https://www.youtube.com/channel/UCCTu-nYFSFerCTEAQLwyRgA/about"", ""https://www.youtube.com/watch?v=8plwOIjtjwE"", ""https://www.youtube.com/watch?v=bweBOoxCYt4"", ""https://www.youtube.com/watch?v=KSqlxq7_Au0""], ""evidence_summary"": ""About identifies Fo Kuro as a drawing/gaming creator. Multiple own live descriptions link FoKuroVtuber, use Fo_live and VTuber presentation, and distinguish the performer from BGM credits."", ""decision_reason"": ""Virtual performance coexists with the documented art role; not an artist-only exclusion."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965268+00:00""}"
UCCXtKBc_KnKRtT-9qXu5Y7A,KOHAKU Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=A0S2g0AUyGA,Kohaku First Debut,,,[],
UCCnI25SLttKYJdVgno6qkYg,LVMP,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=hmo2Skapy_Y,「 PV DEBUT 」 LVMP The Goddess of War,,,[],
UCCptqrhEdtJGBer1qWWRLnA,Lawiz Ch.,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,identity_start,2020-11-14T13:02:12+00:00,https://www.youtube.com/watch?v=_RzU7Uvq2z4,[DEBUT STREAM ]-LIVE🔴:  Lawiz Jackalope,,,[],"{""channel_id"": ""UCCptqrhEdtJGBer1qWWRLnA"", ""label"": ""Lawiz Ch."", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer""], ""source_urls"": [""https://www.youtube.com/channel/UCCptqrhEdtJGBer1qWWRLnA/about""], ""evidence_summary"": ""About explicitly introduces Lawiz Jackalope as a Thai VTuber and describes the horned-rabbit magician persona."", ""decision_reason"": ""Direct channel-owned virtual-creator self-description."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965294+00:00""}"
UCCsgAS-uqrGRdmvJzvfAXsw,Hanna Ch. ハンナー,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=pw_wL-Tl1Ws,【PV Vtuber】Hanna DEBUT,,,[],
UCCwDLJmhL5pYyXzN7coVwTw,Hajikeru Haruno Ch,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=zG_o-kJpmIc,【PV Debut】 Hajikeru Haruno | จิ้งจอกน้อย ฮารุพร้อมมอบความสุข และความน่ารักให้ทุกคนแล้วฮะ!,,,[],
UCD0aj_PFkBK-LGaDIiXvBww,Regina Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=UXIrNZCGitE,{Debut ?} แสร้งว่าเป็น Vtuber,,,[],
UCD2BJUqKTEPOkxdTyxfvCuQ,AzuruVT,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=HWdUwjTSnU4,[Azuru Debut PV] Descendant of Craniser,,,[],
UCDUdT8_IEOY-Z9KfLiCOfuQ,Zin'fandel「ZTP」,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=VLel6dtK58g,【Debut PV】Zin'fandel | Zanctuary project,,,[],
UCDVOWB_Fi5jmi6o-x5_uV8g,Deliva Kaga ch.,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,redebut,2022-08-24T13:29:07+00:00,https://www.youtube.com/watch?v=KH6krkX4o9k,【RE²-Debut】Deliva Kaga 2.0 a new look is here!!,,,[],"{""channel_id"": ""UCDVOWB_Fi5jmi6o-x5_uV8g"", ""label"": ""Deliva Kaga ch."", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer""], ""source_urls"": [""https://www.youtube.com/channel/UCDVOWB_Fi5jmi6o-x5_uV8g/about"", ""https://www.youtube.com/watch?v=lU-FcAam0o8"", ""https://www.youtube.com/watch?v=BUTMDSa844Q""], ""evidence_summary"": ""Deliva Kaga About introduces the individual IT-support persona. Two own freetalk uploads consistently link Deliva profiles and identify the channel with VTuber tags."", ""decision_reason"": ""Repeated individual performer presentation; linked Vbuddii colleagues are not conflated with this channel."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965262+00:00""}"
UCDXW5zG-2aZXL9K1bkV3Ajw,IV_1386 ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-09-10T14:34:37+00:00,https://www.youtube.com/watch?v=6iehLgLLUq8,[Live debut ] เเนะนำตัว ไว้มาเจอกันนะครับ,,,[],
UCD_aBWFE2nsQB0Pb6Hj8Ksg,LittleBunnie Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-09-11T07:01:33+00:00,https://www.youtube.com/watch?v=l9I6awpL2JA,🌈🌸[ Debut Stream l LittleBunnie ]🌈🌸 มานี่ย์!!!!!! (ล้อเล่นมาน้อยๆนะกลัวเป็นเหมือนกัน…),,,[],
UCDdYlO59uiphs8QUL7I88Rg,Kaneaki Arina Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-11-22T13:15:13+00:00,https://www.youtube.com/watch?v=HtmiMxbIRx8,【🔴 DEBUT STREAM】An amnesiac witch wants to sing แม่มดอยากร้องเพลง,,,[],
UCDiyOEC0TGng4cudBJbMyWg,Celeste Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-12-23T13:59:23+00:00,https://www.youtube.com/watch?v=7xHPk1yD1rU,【 DEBUT STREAM】 จุดเริ่มต้นของความฝัน | Celeste,,,[],
UCDrFZpqKkgV27Q1NcYYYU2w,Kiyomi Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=ddBi_CnmRiM,คำใบ้เดบิว242410/66,,,[],
UCDx_VxFnDh_yxtff1akPpvg,Keelin Peryton『VW』,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=31lR739ZX4w,「PV Vtuber Debut」การเดินทางครั้งใหม่ของ KEELIN PERYTON,,,[],
UCE46-Cb8vr2ra-YAJ7UoOcA,Benny Ch.,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=c6IMBTdpoi0,【PV Vtuber Debut 】Benjamin ปรากฏกาย! | Benny,,,[],
UCEjF-FvkrvMhQ7b6KT5UCAw,Azar《 OTL 》,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=Ap8IDnpq9cg,「 PV DEBUT 」 Azar l Bright fire dragon,,,[],
UCEpxkPOevg0ItmSknvEcngg,Tamto Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-05-28T15:05:08+00:00,https://www.youtube.com/watch?v=vzSKE-2hG_o,🔴【DEBUT STREAM】ลุงโต้ ไม่ใช่ลุงตู้,,,[],
UCF19DHmsDiaB3P3Cbpdp14g,ChouxCream シュークリーム,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=XwbKNOhuHd0,貴方の恋人になりたい - ChouxCream【歌ってみた】/ Debut Cover Song,,,[],
UCFLR42m7vGHPi3wSROWaepA,GoMu no Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-01-31T13:00:19+00:00,https://www.youtube.com/watch?v=Ne59dEdM6hI,【🏮LIVE DEBUT】ต้องการโชคลาภ? แวะมาบูชาข้าซะสิ!✨,,,[],
UCFkljb428Byj00FxL_kwYyA,OZiK Ch.,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,identity_start,2021-07-17T12:32:16+00:00,https://www.youtube.com/watch?v=icH3cX5eR8M,[ ● DEBUT STREAM ] แ บ ะ แ บ ะ 🐐✨,,,[],"{""channel_id"": ""UCFkljb428Byj00FxL_kwYyA"", ""label"": ""OZiK Ch."", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer""], ""source_urls"": [""https://www.youtube.com/channel/UCFkljb428Byj00FxL_kwYyA/about"", ""https://www.youtube.com/watch?v=icH3cX5eR8M"", ""https://www.youtube.com/watch?v=nyykxWC3cXI"", ""https://www.youtube.com/watch?v=Xli_XTGpDIs""], ""evidence_summary"": ""Two own streams consistently identify OZiK with personal stream tags, profile/donation context and VTuber presentation. The own introduction contains model-related chapters."", ""decision_reason"": ""Repeated own-performer presentation and introduction context, not credits for another VTuber."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965313+00:00""}"
UCG1Dk3994tPaCIBJp8Cu2pg,Kamilla Lich,STRICT_VIRTUAL,PUBLIC_CHANNEL_RESOLUTION_V1,True,SUPPORTED,identity_start,2021-07-20T11:55:34+00:00,https://www.youtube.com/watch?v=JioBPJQDgNw,DEBUT Live - Hello World (Kamilla Lich | TH/EN),,,[],"{""channel_id"": ""UCG1Dk3994tPaCIBJp8Cu2pg"", ""label"": ""Kamilla Lich"", ""old_status"": ""PROVISIONAL_VIRTUAL"", ""new_status"": ""STRICT_VIRTUAL"", ""entity_type"": ""virtual_creator"", ""presentation_format"": ""unknown"", ""roles"": [""performer""], ""source_urls"": [""https://www.youtube.com/channel/UCG1Dk3994tPaCIBJp8Cu2pg/about"", ""https://www.youtube.com/watch?v=bYfKPTihTgE"", ""https://www.youtube.com/watch?v=I5x8JbOh8Kk"", ""https://www.youtube.com/watch?v=Kp4N2aSsm2E""], ""evidence_summary"": ""An own stream title introduces a reworked model; its description links Kamilla Lich profiles and identifies VTuber activity. Two other own game streams repeat the same presentation."", ""decision_reason"": ""Owned model presentation and repeated self-identification establish virtual activity beyond generic gaming."", ""conflict_flag"": false, ""reviewer"": ""Codex public channel evidence review"", ""reviewed_at"": ""2026-09-19T10:36:30.965283+00:00""}"
UCGAtHjeWWgyWboVQ33ZQX6Q,Zenith Ch.【ARP】,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2021-09-05T11:50:21+00:00,https://www.youtube.com/watch?v=qC_irPr4TnI,「LIVE DEBUT」ดาวตกกำลังจะพุ่งตรงลงมาแล้วครับ,,,[],
UCGMSJFuXdNmswEPX4X6NnLQ,Mycara Melony Ch. Pixela-Mystic,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,REJECTED_AS_IDENTITY_EVENT,not_identity_event,,https://www.youtube.com/watch?v=yLLpWV-pVsM,มาเล่าเรื่องราวของ Mystic ก่อน Debut,,,[],
UCGOkjVQVJivJxDN7iSdQuLA,Moe Miyabi ⌜VZ⌟,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,model_change,2024-10-31T16:45:03+00:00,https://www.youtube.com/watch?v=I9SQTL12QK8,"3D: DEBUT - เจอกัน ""ที่ใหม่ เวลาเดิม"" 💜",,,[],
UCGSthfh4W439C_2cQloVocw,Val 5332,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2022-03-12T13:29:35+00:00,https://www.youtube.com/watch?v=vhE_zx7hZQs,[Debut] เปิดตัวอาจารย์ผู้สอนไม่รู้เรื่องเน้นโม้ให้ฟัง,,,[],
UCGhWfzi-1RoI9mJKzrCJGHQ,Sakamajimai / Sharky Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,VERIFIED,identity_start,2021-08-15T13:00:24+00:00,https://www.youtube.com/watch?v=VE0V0EN4NZo,「Live Debut」Sakamajimai / Sharky มาพบชาวประการังแล้ว!! (แถมเก็บตกกับ EZRA),,,[],
UCGjZDsjGu_BzQ_hPKTRBLLw,Aidin,HOLD_NEEDS_CHANNEL_REVIEW,NO_AFFIRMATIVE_CHANNEL_LEVEL_VIRTUAL_EVIDENCE_IN_CURRENT_REVIEW,False,AMBIGUOUS,unknown,,https://www.youtube.com/watch?v=5zv-Ol6Yolw,【DEBUT】กลับมาหาแล้วนะ  ◣ 𝗚𝗘𝗠𝗜𝗡𝗜𝗦 Project ◥,,,[],
UCGkGWo40A2iZKQl9ug1oXoA,Loxifyr,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2023-01-28T14:00:32+00:00,https://www.youtube.com/watch?v=TR1x_v3nMbo,【₍⑅ᐢ..ᐢ₎ Debut Stream ₍ᐢ..ᐢ⑅₎】 ล็อกซี่มาแล้ว!!,,,[],
UCGmm95ZgqXrfS-0pu980_tA,Renai ai Ch.〖DPX〗,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-09-08T12:59:23+00:00,https://www.youtube.com/watch?v=wzEUMn81KvM,[LIVE🔴]-DEBUT Fairy deity - Renai,,,[],
UCGo7fnmWfGQewxZVDmC3iJQ,Xonebu X'thulhu Ch. Lumina-World-End,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,SUPPORTED,identity_start,2024-05-21T13:03:24+00:00,https://www.youtube.com/watch?v=7ORlKMZecoM,【Debut】มาลองฟังสักหนึ่งเพลงไหมคะ,,,[],
UCGwh4Fq6iBno7cSieXcgh0w,Saiko Ch.,STRICT_VIRTUAL,IDENTITY_EVENT_WITH_EXPLICIT_VIRTUAL_SIGNAL,True,VERIFIED,identity_start,2022-01-07T12:00:52+00:00,https://www.youtube.com/watch?v=iF0txLzs2TE,「DEBUT STREAM」นกกระจอกควรออกจากรัง,,,[],
